,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,other_info
77,"[[0], [2, 1, 4, 1, 1, 3, 3, 3, 0, 2, 3, 3, 1, 4, 0, 3, 3, 2, 3, 3], [4, 2, 1, 0, 1, 0], [4, 3, 0], [0, 0, 2, 0, 0, 0, 0, 1, 0], [1]]",2.4135493872768787,9,_inv_((((x[0]**x[0])*Constant)/(_log_(x[0])-x[0]*x[5])+(x[0]-x[0]/(sin(x[1])*x[5])+x[0]))),"[1, 20, 6, 3, 9, 1]",_inv_((((x[0]**x[0])*0.5942250656041724)/(_log_(x[0])-x[0]*x[5])+(x[0]-x[0]/(sin(x[1])*x[5])+x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
78,"[[0], [4, 2, 1, 0, 3, 4, 3, 3, 3, 0, 0, 0, 4, 3, 3, 0, 3, 3, 3, 0, 0, 0, 3, 3, 4, 3, 3, 3], [2, 1, 3, 4, 3, 2, 4, 2, 2], [0], [2, 2, 1, 0, 2, 2, 1, 1, 2, 0, 0, 2, 2, 1], [3, 1, 4, 1]]",2.414422412326402,9,sin((Constant*Constant/(x[3]*x[5])-x[0]))/(Constant/(Constant*x[5])|_div_|x[1]**x[4]|_div_|Constant*x[0]**x[0]*Constant/(Constant*x[5])*x[1]*x[5]),"[1, 28, 9, 1, 14, 4]",sin((0.5942250656041724*0.723323292631134/(x[3]*x[5])-x[0]))/(0.08992457266499854/(0.08558322728806267*x[5])|_div_|x[1]**x[4]|_div_|0.33794059917606123*x[0]**x[0]*0.08756503566974927/(0.8433798356967075*x[5])*x[1]*x[5]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
79,"[[0], [2, 0, 4, 2, 2, 3, 1, 2, 3, 1, 3, 3, 2, 0, 0, 3, 3, 3], [4, 0, 1, 0, 4], [1, 4, 0, 2, 4], [2, 2, 0, 0, 0, 2, 1], [5]]",2.431938870322915,8,cos(_inv_(sin(Constant))/((_exp_(Constant)**(x[0]+x[0]))*x[5])-_inv_(x[0]+Constant**x[5])),"[1, 18, 5, 5, 7, 1]",cos(_inv_(sin(0.5942250656041724))/((_exp_(0.723323292631134)**(x[0]+x[0]))*x[5])-_inv_(x[0]+0.08992457266499854**x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
80,"[[0], [1, 4, 0, 2, 0, 3, 3, 3, 3, 0, 2, 2, 1, 3, 3, 2, 2, 2, 3], [4, 0, 4, 0, 2], [3, 3, 1, 1, 4, 1], [2, 2, 2, 1, 0, 2, 2], [3]]",2.4665760471640024,8,(_log_(Constant**Constant)+Constant/(x[3]*x[5])**_log_(cos((x[0]+Constant)))*cos(_inv_(cos(Constant)))),"[1, 19, 5, 6, 7, 1]",(_log_(0.5942250656041724**0.723323292631134)+0.08992457266499854/(x[3]*x[5])**_log_(cos((x[0]+0.08558322728806267)))*cos(_inv_(cos(0.33794059917606123)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
81,"[[0], [2, 4, 3, 3], [], [0], [2, 2], []]",2.524337897805961,5,sin(Constant/(Constant*x[5])),"[1, 4, 0, 1, 2, 0]",sin(0.5942250656041724/(0.723323292631134*x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
82,"[[0], [0, 1, 4, 0, 2, 3, 2, 3, 4, 2, 3, 1, 3, 3, 2, 3, 3], [2, 1, 0, 1], [4, 0, 4, 1], [2, 2, 1, 1, 2, 2, 0], [5, 1]]",2.5587855611453363,9,(_inv_(Constant)*sin(Constant)/(_inv_(x[5])/((x[1]-Constant)*x[5])*x[5])+cos(Constant))-x[0],"[1, 17, 4, 4, 7, 2]",(_inv_(0.5942250656041724)*sin(0.723323292631134)/(_inv_(x[5])/((x[1]-0.08992457266499854)*x[5])*x[5])+cos(0.08558322728806267))-x[0],"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
83,"[[0], [1, 4, 1, 3, 0, 3, 2, 3, 4, 0, 0, 3, 3, 4, 3, 3, 1, 4, 3, 3, 1, 3, 3, 3], [4, 1, 0, 3, 3, 1, 1], [1], [2, 1, 2, 0, 2, 1, 2, 1, 0, 1, 1, 0], [3, 3, 2, 5, 1]]",2.5783649331840643,9,((Constant**x[3]-cos(Constant))/(x[0]+Constant|_div_|x[3]/(Constant*x[5])/((x[2]/(x[0]*x[5])|_div_|(x[5]-x[1]))*x[5])*x[5])-x[0]),"[1, 24, 7, 1, 12, 5]",((0.5942250656041724**x[3]-cos(0.723323292631134))/(x[0]+0.08992457266499854|_div_|x[3]/(0.08558322728806267*x[5])/((x[2]/(x[0]*x[5])|_div_|(x[5]-x[1]))*x[5])*x[5])-x[0]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
84,"[[0], [0, 4, 3, 0, 0, 0, 3, 3, 2, 3, 1, 2, 3, 4, 3, 3, 0, 2, 0, 2, 3, 3, 1, 0, 2, 3, 0, 3, 3, 2, 1, 3, 3], [3, 0, 4, 4, 4, 2, 1, 0, 3, 2, 4], [1, 4, 3, 4, 0, 3], [1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 2, 0, 0], [1, 2, 0, 0]]",2.5952194993313835,9,x[1]/(x[0]|_div_|x[0]+cos(x[0])**(_inv_(x[2])**x[0]/(Constant*x[5]))*x[5])**_log_(_inv_(x[0])*x[0])-(sin(x[0])+x[0]|_div_|Constant*_log_((x[0]**x[0]))),"[1, 33, 11, 6, 14, 4]",x[1]/(x[0]|_div_|x[0]+cos(x[0])**(_inv_(x[2])**x[0]/(0.5942250656041724*x[5]))*x[5])**_log_(_inv_(x[0])*x[0])-(sin(x[0])+x[0]|_div_|0.723323292631134*_log_((x[0]**x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
85,"[[0], [2, 2, 3], [], [4, 0], [1], [2]]",2.6179400219475673,6,_inv_(sin(x[2])),"[1, 3, 0, 2, 1, 1]",_inv_(sin(x[2])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
86,"[[0], [1, 2, 4, 4, 3, 4, 3, 3, 2, 3, 3], [1], [1, 4], [0, 1, 0, 1, 0], [3, 1]]",2.6853220128766893,9,(cos(x[0]/(x[3]/(x[0]*x[5])*x[5])/(_inv_(x[1])*x[5]))-x[0]),"[1, 11, 1, 2, 5, 2]",(cos(x[0]/(x[3]/(x[0]*x[5])*x[5])/(_inv_(x[1])*x[5]))-x[0]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
87,"[[0], [4, 4, 3, 4, 0, 0, 3, 3, 0, 3, 3, 4, 3, 2, 3, 0, 2, 3, 0, 2, 3, 2, 1, 3, 3], [4, 3, 1, 3, 0, 2], [1, 1, 1, 4], [1, 0, 2, 0, 0, 1, 1, 1, 1, 2, 2], [3, 2, 0, 1, 4]]",2.751623354310824,9,x[3]/(x[0]**Constant|_div_|x[0]-x[0]/(x[2]/(cos(x[0])*x[5])*x[5])*x[5])/(cos(x[1])|_div_|cos(x[4])+_inv_((Constant*Constant))*x[5]),"[1, 25, 6, 4, 11, 5]",x[3]/(x[0]**0.5942250656041724|_div_|x[0]-x[0]/(x[2]/(cos(x[0])*x[5])*x[5])*x[5])/(cos(x[1])|_div_|cos(x[4])+_inv_((0.723323292631134*0.08992457266499854))*x[5]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
88,"[[0], [4, 2, 3, 3], [], [4], [1, 2], [3]]",2.7807404742935105,6,_inv_(x[3])/(Constant*x[5]),"[1, 4, 0, 1, 2, 1]",_inv_(x[3])/(0.5942250656041724*x[5]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
89,"[[0], [2, 0, 2, 3, 4, 2, 0, 3, 3, 4, 4, 3, 3, 4, 3, 3], [3, 1], [4, 2, 4], [2, 0, 0, 2, 1, 2, 2], [2]]",2.829443592825151,9,_inv_(_exp_(Constant)|_div_|_inv_(x[0]-x[0])/(Constant/(x[2]*x[5])/(Constant/(Constant*x[5])*x[5])*x[5])),"[1, 16, 2, 3, 7, 1]",_inv_(_exp_(0.5942250656041724)|_div_|_inv_(x[0]-x[0])/(0.723323292631134/(x[2]*x[5])/(0.08992457266499854/(0.08558322728806267*x[5])*x[5])*x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
90,"[[0], [2, 2, 0, 1, 1, 3, 3, 1, 3, 3, 1, 1, 3, 3, 0, 3, 3], [4, 4, 2, 0, 2, 2, 2], [4, 1], [0, 2, 1, 2, 0, 0, 1, 2], [2, 3]]",2.9182793981905775,9,_inv_(cos(((x[0]**Constant)**(x[2]*Constant))+((x[0]*x[0])*x[3]*Constant))),"[1, 17, 7, 2, 8, 2]",_inv_(cos(((x[0]**0.5942250656041724)**(x[2]*0.723323292631134))+((x[0]*x[0])*x[3]*0.08992457266499854))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
91,"[[0], [1, 3, 2, 1, 4, 1, 3, 3, 0, 3, 3, 4, 0, 3, 3, 2, 3], [4, 4, 4, 4, 3], [1, 1], [1, 2, 2, 2, 2, 2, 2, 0], [2]]",3.6525779199598127,8,(x[2]**cos(((Constant**Constant)/(Constant**Constant*x[5])**Constant|_div_|Constant/(cos(x[0])*x[5])))),"[1, 17, 5, 2, 8, 1]",(x[2]**cos(((0.5942250656041724**0.723323292631134)/(0.08992457266499854**0.08558322728806267*x[5])**0.33794059917606123|_div_|0.08756503566974927/(cos(x[0])*x[5])))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
92,"[[0], [2, 2, 3], [], [3, 2], [1], [2]]",4.016385927315702,6,_log_(_exp_(x[2])),"[1, 3, 0, 2, 1, 1]",_log_(_exp_(x[2])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
93,"[[0], [3], [], [], [1], [2]]",4.016385927315702,4,x[2],"[1, 1, 0, 0, 1, 1]",x[2],"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
94,"[[0], [3], [], [], [1], [2]]",4.016385927315702,4,x[2],"[1, 1, 0, 0, 1, 1]",x[2],"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
95,"[[0], [2, 4, 2, 2, 0, 3, 3, 1, 1, 4, 3, 3, 2, 3, 3], [3, 2, 3], [4, 2, 1, 4], [0, 1, 2, 0, 1, 0], [0, 5]]",4.703861280376966,9,_inv_(_exp_(cos(x[0]|_div_|x[0]))/(((Constant/(x[0]*x[5])*_inv_(x[5]))|_div_|x[0])*x[5])),"[1, 15, 3, 4, 6, 2]",_inv_(_exp_(cos(x[0]|_div_|x[0]))/(((0.5942250656041724/(x[0]*x[5])*_inv_(x[5]))|_div_|x[0])*x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
96,"[[0], [1, 1, 2, 4, 1, 3, 3, 0, 3, 3, 1, 3, 3, 2, 3], [0, 4, 0, 0, 1], [3, 3], [1, 2, 2, 0, 2, 1, 0], [1, 2]]",4.919311883069848,9,((_log_((x[1]+Constant)/(Constant**x[0]*x[5]))+(Constant+x[2]))-_log_(x[0])),"[1, 15, 5, 2, 7, 2]",((_log_((x[1]+0.5942250656041724)/(0.723323292631134**x[0]*x[5]))+(0.08992457266499854+x[2]))-_log_(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
97,"[[0], [2, 0, 2, 3, 3], [4], [3, 0], [2, 1], [2]]",5.910637287666784,6,_log_(sin(Constant)**x[2]),"[1, 5, 1, 2, 2, 1]",_log_(sin(0.5942250656041724)**x[2]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
98,"[[0], [4, 1, 2, 2, 2, 3, 1, 0, 1, 3, 3, 4, 3, 3, 0, 2, 3, 1, 3, 3, 3], [4, 1, 3, 0, 2, 2], [4, 1, 0, 0], [0, 2, 0, 0, 0, 2, 2, 2, 1], [4]]",6.125073231581671,8,(_inv_(cos(sin(x[0])))**((Constant-x[0])|_div_|x[0]/(x[0]*x[5])+sin(Constant)*(Constant*Constant)))/(x[4]*x[5]),"[1, 21, 6, 4, 9, 1]",(_inv_(cos(sin(x[0])))**((0.5942250656041724-x[0])|_div_|x[0]/(x[0]*x[5])+sin(0.723323292631134)*(0.08992457266499854*0.08558322728806267)))/(x[4]*x[5]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
99,"[[0], [4, 2, 0, 1, 3, 1, 3, 3, 0, 4, 3, 3, 0, 3, 3, 2, 1, 1, 1, 3, 3, 1, 3, 3, 3], [3, 2, 4, 2, 1, 2, 1, 0, 1], [0, 3], [1, 0, 1, 0, 1, 0, 2, 1, 2, 0, 2, 2], [2, 3, 1, 2]]",7.592623164149746,9,sin((x[2]|_div_|(x[0]*x[3]))**x[0]/(x[1]*x[5])*x[0]-Constant)/(_log_((((x[2]*Constant)-(x[0]+Constant))-Constant))*x[5]),"[1, 25, 9, 2, 12, 4]",sin((x[2]|_div_|(x[0]*x[3]))**x[0]/(x[1]*x[5])*x[0]-0.5942250656041724)/(_log_((((x[2]*0.723323292631134)-(x[0]+0.08992457266499854))-0.08558322728806267))*x[5]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
100,"[[0], [2, 2, 4, 3, 3], [], [2, 4], [1, 0], [5]]",7.823527386909454,7,_exp_(_inv_(x[5]/(x[0]*x[5]))),"[1, 5, 0, 2, 2, 1]",_exp_(_inv_(x[5]/(x[0]*x[5]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
101,"[[0], [1, 3, 4, 2, 3, 2, 2, 3], [2], [3, 2, 0], [2, 0, 1], [1]]",8.282818848433521,8,(Constant*_log_(x[0])/(_exp_(sin(x[1]))*x[5])),"[1, 8, 1, 3, 3, 1]",(0.5942250656041724*_log_(x[0])/(_exp_(sin(x[1]))*x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
102,"[[0], [2, 4, 0, 2, 1, 3, 3, 2, 3, 0, 1, 1, 3, 3, 0, 3, 3, 4, 0, 3, 3, 2, 3], [0, 4, 0, 2, 2, 0, 4], [3, 3, 2, 3], [2, 1, 0, 2, 2, 0, 0, 1, 1, 2], [3, 5, 1]]",8.631470749889818,9,_log_(_log_((Constant+x[3]))**_exp_(x[0])/(((Constant+Constant)*x[0]*x[0])+x[5]**x[1]/(_log_(Constant)*x[5])*x[5])),"[1, 23, 7, 4, 10, 3]",_log_(_log_((0.5942250656041724+x[3]))**_exp_(x[0])/(((0.723323292631134+0.08992457266499854)*x[0]*x[0])+x[5]**x[1]/(_log_(0.08558322728806267)*x[5])*x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
103,"[[0], [4, 1, 4, 1, 2, 3, 2, 3, 4, 1, 3, 3, 1, 3, 3, 2, 3, 2, 0, 3, 2, 2, 3], [3, 0, 3, 2, 2], [2, 0, 3, 4, 4, 3], [2, 2, 1, 0, 2, 2, 1, 1, 0], [2, 5, 1]]",9.848900307104575,9,((_exp_(Constant)|_div_|sin(Constant))/((x[2]+x[0])/((Constant|_div_|Constant)*x[5])*x[5])*_log_(x[5]))/(_inv_(x[1]*_inv_(_log_(x[0])))*x[5]),"[1, 23, 5, 6, 9, 3]",((_exp_(0.5942250656041724)|_div_|sin(0.723323292631134))/((x[2]+x[0])/((0.08992457266499854|_div_|0.08558322728806267)*x[5])*x[5])*_log_(x[5]))/(_inv_(x[1]*_inv_(_log_(x[0])))*x[5]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
104,"[[0], [0, 2, 3, 4, 3, 1, 3, 1, 0, 3, 3, 1, 3, 3], [0, 0, 1, 2, 4], [1], [0, 2, 2, 0, 1, 0, 2], [5]]",12.812218789137752,9,cos(x[0])+Constant/((Constant+(x[0]-x[5]*(x[0]**Constant)))*x[5]),"[1, 14, 5, 1, 7, 1]",cos(x[0])+0.5942250656041724/((0.723323292631134+(x[0]-x[5]*(x[0]**0.08992457266499854)))*x[5]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
105,"[[0], [0, 1, 0, 3, 4, 2, 3, 1, 3, 3, 2, 0, 3, 4, 3, 3, 3], [0, 1, 3, 2, 4], [3, 2], [1, 1, 0, 1, 0, 2, 2, 1], [2, 0, 0, 3]]",17.000473366899122,9,(x[2]+_log_(x[0])/((x[0]-x[0])*x[5])|_div_|_exp_(x[0]*Constant/(Constant*x[5])))**x[3],"[1, 17, 5, 2, 8, 4]",(x[2]+_log_(x[0])/((x[0]-x[0])*x[5])|_div_|_exp_(x[0]*0.5942250656041724/(0.723323292631134*x[5])))**x[3],"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
106,"[[0], [2, 1, 1, 2, 4, 3, 3, 2, 2, 3, 2, 3], [1, 4], [3, 1, 2, 3, 3], [1, 1, 0, 1], [2, 0, 1]]",17.000473366899122,9,_log_(((cos(x[2]/(x[0]*x[5]))-_exp_(_log_(x[0])))**_log_(x[1]))),"[1, 12, 2, 5, 4, 3]",_log_(((cos(x[2]/(x[0]*x[5]))-_exp_(_log_(x[0])))**_log_(x[1]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
107,"[[0], [1, 0, 0, 4, 0, 3, 3, 2, 3, 1, 0, 3, 3, 3, 4, 0, 4, 3, 3, 3, 4, 2, 3, 4, 3, 3, 3], [2, 2, 0, 1, 0, 0, 1], [3, 2], [0, 2, 0, 1, 1, 2, 0, 2, 2, 1, 1, 2, 0], [3, 2, 1, 5]]",17.000473366899122,9,(x[0]*Constant/(_log_(x[0])*x[5])*(x[3]+x[2]-Constant)+x[0]/(Constant*x[5])+Constant/(_exp_(x[1])/(x[5]/(Constant*x[5])*x[5])*x[5])-x[0]),"[1, 27, 7, 2, 13, 4]",(x[0]*0.5942250656041724/(_log_(x[0])*x[5])*(x[3]+x[2]-0.723323292631134)+x[0]/(0.08992457266499854*x[5])+0.08558322728806267/(_exp_(x[1])/(x[5]/(0.33794059917606123*x[5])*x[5])*x[5])-x[0]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
108,"[[0], [0, 0, 4, 2, 4, 3, 3, 1, 2, 3, 2, 3, 2, 4, 3, 3, 1, 4, 0, 0, 3, 3, 2, 3, 2, 2, 3, 1, 4, 2, 3, 2, 3, 4, 2, 3, 3], [3, 0, 2, 1, 3, 2, 3], [3, 2, 0, 1, 2, 4, 2, 3, 1, 3], [1, 1, 0, 1, 0, 1, 2, 2, 2, 0, 1, 2, 0, 1], [4, 3, 3, 0, 3, 1]]",17.000473366899122,9,_log_(x[4]/(x[3]*x[5]))/((_exp_(x[0])|_div_|sin(x[3]))*x[5])+cos(x[0]/(x[0]*x[5]))*(Constant-Constant|_div_|_exp_(Constant)/(_inv_(_exp_(x[0]))*x[5])*(_log_(x[3])/(cos(Constant)*x[5])|_div_|_log_(x[0])/(x[1]*x[5]))),"[1, 37, 7, 10, 14, 6]",_log_(x[4]/(x[3]*x[5]))/((_exp_(x[0])|_div_|sin(x[3]))*x[5])+cos(x[0]/(x[0]*x[5]))*(0.5942250656041724-0.723323292631134|_div_|_exp_(0.08992457266499854)/(_inv_(_exp_(x[0]))*x[5])*(_log_(x[3])/(cos(0.08558322728806267)*x[5])|_div_|_log_(x[0])/(x[1]*x[5]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
109,"[[0], [1, 2, 4, 4, 1, 3, 3, 3, 2, 3, 4, 4, 2, 2, 3, 4, 0, 3, 3, 4, 3, 3, 0, 1, 3, 3, 0, 4, 3, 3, 4, 3, 3], [0, 3, 4, 0, 3, 0], [1, 1, 2, 0], [0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 0, 0, 2, 0, 1], [1, 0, 3, 4]]",17.000473366899122,9,(cos((x[0]+x[1])/(x[0]*x[5])/(cos(Constant)*x[5]))|_div_|_exp_(sin(x[0]))/(x[0]**Constant/(x[0]/(x[3]*x[5])*x[5])*x[5])/((x[0]+x[0])|_div_|x[0]/(Constant*x[5])+x[0]/(x[4]*x[5])*x[5])),"[1, 33, 6, 4, 15, 4]",(cos((x[0]+x[1])/(x[0]*x[5])/(cos(0.5942250656041724)*x[5]))|_div_|_exp_(sin(x[0]))/(x[0]**0.723323292631134/(x[0]/(x[3]*x[5])*x[5])*x[5])/((x[0]+x[0])|_div_|x[0]/(0.08992457266499854*x[5])+x[0]/(x[4]*x[5])*x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
110,"[[0], [1, 4, 1, 1, 2, 3, 0, 3, 3, 3, 4, 1, 4, 3, 3, 4, 3, 3, 3, 0, 2, 3, 4, 0, 3, 0, 3, 3, 3], [3, 1, 4, 0, 1, 4, 0, 2], [3, 3], [1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 1, 1, 0], [0, 3, 2]]",17.000473366899122,9,(((_log_(x[0])|_div_|Constant-Constant)**Constant)/((x[0]/(x[0]*x[5])+Constant/(x[0]*x[5]))/(Constant*x[5])*x[5])-_log_(x[0])**x[0]+x[3]*x[2]/(x[0]*x[5])),"[1, 29, 8, 2, 14, 3]",(((_log_(x[0])|_div_|0.5942250656041724-0.723323292631134)**0.08992457266499854)/((x[0]/(x[0]*x[5])+0.08558322728806267/(x[0]*x[5]))/(0.33794059917606123*x[5])*x[5])-_log_(x[0])**x[0]+x[3]*x[2]/(x[0]*x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
111,"[[0], [0, 4, 1, 4, 1, 3, 3, 4, 3, 3, 4, 0, 3, 3, 2, 3, 4, 3, 4, 3, 2, 3, 0, 0, 4, 1, 3, 3, 1, 3, 3, 2, 0, 3, 3, 2, 1, 2, 3, 1, 3, 3], [2, 3, 4, 2, 3, 2, 2, 3, 4, 3, 4], [3, 0, 0, 2, 0], [0, 1, 1, 1, 2, 0, 2, 2, 1, 2, 1, 2, 2, 2, 0, 1, 2, 1, 0], [0, 3, 0, 3, 1, 0, 1]]",17.000473366899122,9,((x[0]*x[0])/(x[3]/(x[0]*x[5])*x[5])|_div_|Constant**x[0]/(_log_(Constant)*x[5]))/(Constant/(x[3]/(sin(Constant)*x[5])*x[5])*x[5])*(x[1]|_div_|Constant)/((Constant*Constant)*x[5])*sin(x[0]|_div_|x[0])**_exp_((sin(Constant)|_div_|(x[1]**x[0]))),"[1, 42, 11, 5, 19, 7]",((x[0]*x[0])/(x[3]/(x[0]*x[5])*x[5])|_div_|0.5942250656041724**x[0]/(_log_(0.723323292631134)*x[5]))/(0.08992457266499854/(x[3]/(sin(0.08558322728806267)*x[5])*x[5])*x[5])*(x[1]|_div_|0.33794059917606123)/((0.08756503566974927*0.8433798356967075)*x[5])*sin(x[0]|_div_|x[0])**_exp_((sin(0.4099031398801315)|_div_|(x[1]**x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
112,"[[0], [0, 4, 0, 4, 0, 3, 3, 1, 3, 3, 3, 2, 4, 2, 3, 1, 3, 3, 1, 3, 2, 0, 2, 3, 1, 3, 3], [1, 1, 0, 3, 4, 1, 2, 1], [0, 0, 2, 1], [0, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2], [5, 5, 2, 4]]",17.000473366899122,9,x[0]-x[5]/((Constant-Constant)*x[5])+Constant/(sin(sin(x[5])/((Constant|_div_|Constant)*x[5]))*x[5])**(Constant-_exp_(cos(x[2])*(x[4]-Constant))),"[1, 27, 8, 4, 12, 4]",x[0]-x[5]/((0.5942250656041724-0.723323292631134)*x[5])+0.08992457266499854/(sin(sin(x[5])/((0.08558322728806267|_div_|0.33794059917606123)*x[5]))*x[5])**(0.08756503566974927-_exp_(cos(x[2])*(x[4]-0.8433798356967075))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
113,"[[0], [4, 2, 1, 1, 4, 3, 3, 4, 3, 3, 0, 0, 3, 3, 4, 3, 3, 0, 3, 3], [1, 2, 3, 0, 0], [1], [0, 0, 2, 2, 1, 0, 2, 0, 0, 1], [4, 2]]",17.000473366899122,9,cos(((x[0]/(x[0]*x[5])-Constant/(Constant*x[5]))*x[4]|_div_|x[0]+Constant/(x[0]*x[5])))/(x[0]+x[2]*x[5]),"[1, 20, 5, 1, 10, 2]",cos(((x[0]/(x[0]*x[5])-0.5942250656041724/(0.723323292631134*x[5]))*x[4]|_div_|x[0]+0.08992457266499854/(x[0]*x[5])))/(x[0]+x[2]*x[5]),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
114,"[[0], [0, 0, 2, 4, 4, 3, 3, 4, 3, 3, 1, 3, 3, 1, 0, 3, 1, 2, 3, 4, 3, 3, 2, 4, 1, 3, 3, 1, 3, 3], [4, 0, 1, 4, 2, 4, 2, 3], [0, 4, 2], [0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2], []]",17.000473366899122,8,sin(x[0]/(x[0]*x[5])/(x[0]/(Constant*x[5])*x[5]))**(Constant+Constant)-(x[0]**(_inv_(x[0])*x[0]/(x[0]*x[5]))**_exp_((x[0]*Constant)/((Constant|_div_|Constant)*x[5]))),"[1, 30, 8, 3, 14, 0]",sin(x[0]/(x[0]*x[5])/(x[0]/(0.5942250656041724*x[5])*x[5]))**(0.723323292631134+0.08992457266499854)-(x[0]**(_inv_(x[0])*x[0]/(x[0]*x[5]))**_exp_((x[0]*0.08558322728806267)/((0.33794059917606123|_div_|0.08756503566974927)*x[5]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
115,"[[0], [1, 0, 2, 2, 2, 3, 2, 4, 1, 3, 3, 4, 3, 3, 0, 1, 2, 4, 3, 3, 1, 0, 3, 3, 0, 3, 3, 4, 0, 4, 3, 3, 0, 3, 3, 3], [4, 2, 1, 1, 2, 3, 0, 4, 1, 1], [4, 0, 3, 0, 1], [0, 1, 1, 1, 2, 2, 0, 2, 1, 0, 2, 2, 0, 2, 0, 2], [0, 0, 0, 4]]",17.000473366899122,9,(_inv_(sin(_log_(x[0])))**sin((x[0]*x[0])/(x[0]/(Constant*x[5])*x[5]))-(cos(Constant/(x[0]*x[5]))-(Constant*x[4]|_div_|x[0]+Constant))**Constant/(x[0]*x[5])-Constant-x[0]/(Constant*x[5])),"[1, 36, 10, 5, 16, 4]",(_inv_(sin(_log_(x[0])))**sin((x[0]*x[0])/(x[0]/(0.5942250656041724*x[5])*x[5]))-(cos(0.723323292631134/(x[0]*x[5]))-(0.08992457266499854*x[4]|_div_|x[0]+0.08558322728806267))**0.33794059917606123/(x[0]*x[5])-0.08756503566974927-x[0]/(0.8433798356967075*x[5])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
116,"[[0], [1, 2, 1, 4, 3, 0, 3, 3, 4, 0, 3, 3, 0, 3, 3, 1, 2, 1, 3, 4, 3, 3, 2, 2, 1, 3, 3], [1, 1, 0, 1, 2, 3, 2, 1], [0, 2, 3, 0], [0, 0, 1, 2, 2, 0, 0, 0, 0, 2, 2, 2], [2]]",17.000473366899122,9,(sin((x[0]/(x[0]-x[2]*x[5])-Constant+Constant/(x[0]-x[0]*x[5])))*(_exp_((x[0]|_div_|x[0]/(Constant*x[5])))*_log_(sin((Constant-Constant))))),"[1, 27, 8, 4, 12, 1]",(sin((x[0]/(x[0]-x[2]*x[5])-0.5942250656041724+0.723323292631134/(x[0]-x[0]*x[5])))*(_exp_((x[0]|_div_|x[0]/(0.08992457266499854*x[5])))*_log_(sin((0.08558322728806267-0.33794059917606123))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
